norm_clip_id,l1_code,l2_code,release_mode,source_url,source_type,rights_review_status,rights_basis,license_text,license_url,attribution_required,attribution_text
L1-01_L2-01a_0010__scene_023,L1-01,L2-01a,media,https://www.dvidshub.net/video/766610/hurlburt-field-hurricane-sally-damage-assessment,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01a_0010__scene_024,L1-01,L2-01a,media,https://www.dvidshub.net/video/766610/hurlburt-field-hurricane-sally-damage-assessment,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01a_0010__scene_029,L1-01,L2-01a,media,https://www.dvidshub.net/video/766610/hurlburt-field-hurricane-sally-damage-assessment,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01a_0010__scene_031,L1-01,L2-01a,media,https://www.dvidshub.net/video/766610/hurlburt-field-hurricane-sally-damage-assessment,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01a_0010__scene_033,L1-01,L2-01a,media,https://www.dvidshub.net/video/766610/hurlburt-field-hurricane-sally-damage-assessment,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01a_0010__scene_038,L1-01,L2-01a,media,https://www.dvidshub.net/video/766610/hurlburt-field-hurricane-sally-damage-assessment,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01a_0010__scene_039,L1-01,L2-01a,media,https://www.dvidshub.net/video/766610/hurlburt-field-hurricane-sally-damage-assessment,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01a_0010__scene_041,L1-01,L2-01a,media,https://www.dvidshub.net/video/766610/hurlburt-field-hurricane-sally-damage-assessment,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01a_0010__scene_045,L1-01,L2-01a,media,https://www.dvidshub.net/video/766610/hurlburt-field-hurricane-sally-damage-assessment,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01a_0010__scene_046,L1-01,L2-01a,media,https://www.dvidshub.net/video/766610/hurlburt-field-hurricane-sally-damage-assessment,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01a_0010__scene_047,L1-01,L2-01a,media,https://www.dvidshub.net/video/766610/hurlburt-field-hurricane-sally-damage-assessment,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01a_0010__scene_049,L1-01,L2-01a,media,https://www.dvidshub.net/video/766610/hurlburt-field-hurricane-sally-damage-assessment,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01a_0012__scene_001,L1-01,L2-01a,media,https://www.dvidshub.net/video/625765/hurricane-florence-damage-mcb-camp-lejeune,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01a_0012__scene_002,L1-01,L2-01a,media,https://www.dvidshub.net/video/625765/hurricane-florence-damage-mcb-camp-lejeune,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01a_0012__scene_003,L1-01,L2-01a,media,https://www.dvidshub.net/video/625765/hurricane-florence-damage-mcb-camp-lejeune,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01a_0012__scene_004,L1-01,L2-01a,media,https://www.dvidshub.net/video/625765/hurricane-florence-damage-mcb-camp-lejeune,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01a_0012__scene_006,L1-01,L2-01a,media,https://www.dvidshub.net/video/625765/hurricane-florence-damage-mcb-camp-lejeune,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01a_0012__scene_007,L1-01,L2-01a,media,https://www.dvidshub.net/video/625765/hurricane-florence-damage-mcb-camp-lejeune,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01a_0012__scene_008,L1-01,L2-01a,media,https://www.dvidshub.net/video/625765/hurricane-florence-damage-mcb-camp-lejeune,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01a_0012__scene_009,L1-01,L2-01a,media,https://www.dvidshub.net/video/625765/hurricane-florence-damage-mcb-camp-lejeune,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01a_0012__scene_011,L1-01,L2-01a,media,https://www.dvidshub.net/video/625765/hurricane-florence-damage-mcb-camp-lejeune,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01a_0012__scene_012,L1-01,L2-01a,media,https://www.dvidshub.net/video/625765/hurricane-florence-damage-mcb-camp-lejeune,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01a_0012__scene_013,L1-01,L2-01a,media,https://www.dvidshub.net/video/625765/hurricane-florence-damage-mcb-camp-lejeune,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01a_0012__scene_015,L1-01,L2-01a,media,https://www.dvidshub.net/video/625765/hurricane-florence-damage-mcb-camp-lejeune,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01a_0015__scene_003,L1-01,L2-01a,media,https://www.dvidshub.net/video/758724/jackson-tornado-1984,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01a_0015__scene_009,L1-01,L2-01a,media,https://www.dvidshub.net/video/758724/jackson-tornado-1984,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01a_0015__scene_010,L1-01,L2-01a,media,https://www.dvidshub.net/video/758724/jackson-tornado-1984,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0003__scene_003,L1-01,L2-01b,media,https://www.dvidshub.net/video/962584/minnesota-national-guard-activated-support-wildfire-fight,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0004__scene_006,L1-01,L2-01b,media,https://www.dvidshub.net/video/961065/nj-national-guard-supports-jones-road-wildfire-response,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0004__scene_007,L1-01,L2-01b,media,https://www.dvidshub.net/video/961065/nj-national-guard-supports-jones-road-wildfire-response,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0005__scene_004,L1-01,L2-01b,media,https://www.dvidshub.net/video/951064/palisades-fire-b-roll,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0005__scene_005,L1-01,L2-01b,media,https://www.dvidshub.net/video/951064/palisades-fire-b-roll,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0005__scene_006,L1-01,L2-01b,media,https://www.dvidshub.net/video/951064/palisades-fire-b-roll,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0005__scene_008,L1-01,L2-01b,media,https://www.dvidshub.net/video/951064/palisades-fire-b-roll,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0005__scene_009,L1-01,L2-01b,media,https://www.dvidshub.net/video/951064/palisades-fire-b-roll,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0005__scene_010,L1-01,L2-01b,media,https://www.dvidshub.net/video/951064/palisades-fire-b-roll,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0005__scene_012,L1-01,L2-01b,media,https://www.dvidshub.net/video/951064/palisades-fire-b-roll,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0005__scene_014,L1-01,L2-01b,media,https://www.dvidshub.net/video/951064/palisades-fire-b-roll,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0005__scene_016,L1-01,L2-01b,media,https://www.dvidshub.net/video/951064/palisades-fire-b-roll,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0005__scene_018,L1-01,L2-01b,media,https://www.dvidshub.net/video/951064/palisades-fire-b-roll,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0005__scene_019,L1-01,L2-01b,media,https://www.dvidshub.net/video/951064/palisades-fire-b-roll,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0005__scene_022,L1-01,L2-01b,media,https://www.dvidshub.net/video/951064/palisades-fire-b-roll,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0005__scene_025,L1-01,L2-01b,media,https://www.dvidshub.net/video/951064/palisades-fire-b-roll,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0005__scene_026,L1-01,L2-01b,media,https://www.dvidshub.net/video/951064/palisades-fire-b-roll,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0005__scene_027,L1-01,L2-01b,media,https://www.dvidshub.net/video/951064/palisades-fire-b-roll,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0005__scene_030,L1-01,L2-01b,media,https://www.dvidshub.net/video/951064/palisades-fire-b-roll,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0005__scene_031,L1-01,L2-01b,media,https://www.dvidshub.net/video/951064/palisades-fire-b-roll,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0005__scene_032,L1-01,L2-01b,media,https://www.dvidshub.net/video/951064/palisades-fire-b-roll,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0005__scene_034,L1-01,L2-01b,media,https://www.dvidshub.net/video/951064/palisades-fire-b-roll,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0005__scene_036,L1-01,L2-01b,media,https://www.dvidshub.net/video/951064/palisades-fire-b-roll,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0006__scene_006,L1-01,L2-01b,media,https://www.dvidshub.net/video/949373/january-2025-maffs-activation,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0007__scene_001,L1-01,L2-01b,media,https://www.dvidshub.net/video/949356/inside-cockpit-california-national-guards-maffs-6-c-130j-supporting-firefighting-efforts-against-palisades-fire,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0007__scene_002,L1-01,L2-01b,media,https://www.dvidshub.net/video/949356/inside-cockpit-california-national-guards-maffs-6-c-130j-supporting-firefighting-efforts-against-palisades-fire,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0007__scene_003,L1-01,L2-01b,media,https://www.dvidshub.net/video/949356/inside-cockpit-california-national-guards-maffs-6-c-130j-supporting-firefighting-efforts-against-palisades-fire,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0009__scene_001,L1-01,L2-01b,media,https://www.dvidshub.net/video/902990/b-roll-hawaii-army-national-guard-provides-aerial-fire-suppression-mililani-wildfire,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0009__scene_002,L1-01,L2-01b,media,https://www.dvidshub.net/video/902990/b-roll-hawaii-army-national-guard-provides-aerial-fire-suppression-mililani-wildfire,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0009__scene_005,L1-01,L2-01b,media,https://www.dvidshub.net/video/902990/b-roll-hawaii-army-national-guard-provides-aerial-fire-suppression-mililani-wildfire,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0009__scene_008,L1-01,L2-01b,media,https://www.dvidshub.net/video/902990/b-roll-hawaii-army-national-guard-provides-aerial-fire-suppression-mililani-wildfire,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0009__scene_012,L1-01,L2-01b,media,https://www.dvidshub.net/video/902990/b-roll-hawaii-army-national-guard-provides-aerial-fire-suppression-mililani-wildfire,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0009__scene_016,L1-01,L2-01b,media,https://www.dvidshub.net/video/902990/b-roll-hawaii-army-national-guard-provides-aerial-fire-suppression-mililani-wildfire,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0010__scene_002,L1-01,L2-01b,media,https://www.dvidshub.net/video/977626/wildfire-and-rain,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0010__scene_003,L1-01,L2-01b,media,https://www.dvidshub.net/video/977626/wildfire-and-rain,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0010__scene_004,L1-01,L2-01b,media,https://www.dvidshub.net/video/977626/wildfire-and-rain,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0010__scene_006,L1-01,L2-01b,media,https://www.dvidshub.net/video/977626/wildfire-and-rain,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0010__scene_010,L1-01,L2-01b,media,https://www.dvidshub.net/video/977626/wildfire-and-rain,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0010__scene_013,L1-01,L2-01b,media,https://www.dvidshub.net/video/977626/wildfire-and-rain,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0010__scene_015,L1-01,L2-01b,media,https://www.dvidshub.net/video/977626/wildfire-and-rain,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0010__scene_016,L1-01,L2-01b,media,https://www.dvidshub.net/video/977626/wildfire-and-rain,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0010__scene_019,L1-01,L2-01b,media,https://www.dvidshub.net/video/977626/wildfire-and-rain,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0010__scene_024,L1-01,L2-01b,media,https://www.dvidshub.net/video/977626/wildfire-and-rain,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0010__scene_025,L1-01,L2-01b,media,https://www.dvidshub.net/video/977626/wildfire-and-rain,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0010__scene_026,L1-01,L2-01b,media,https://www.dvidshub.net/video/977626/wildfire-and-rain,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0011__scene_003,L1-01,L2-01b,media,https://www.dvidshub.net/video/895219/jtf-50-uh-47-conduct-water-drop-operations-maui-wildfire-areas-multiple-agency-respond,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0012__scene_001,L1-01,L2-01b,media,https://www.dvidshub.net/video/893990/b-roll-cjtf-50-command-visits-wildfire-devastation,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0012__scene_002,L1-01,L2-01b,media,https://www.dvidshub.net/video/893990/b-roll-cjtf-50-command-visits-wildfire-devastation,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0012__scene_003,L1-01,L2-01b,media,https://www.dvidshub.net/video/893990/b-roll-cjtf-50-command-visits-wildfire-devastation,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0012__scene_004,L1-01,L2-01b,media,https://www.dvidshub.net/video/893990/b-roll-cjtf-50-command-visits-wildfire-devastation,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0012__scene_006,L1-01,L2-01b,media,https://www.dvidshub.net/video/893990/b-roll-cjtf-50-command-visits-wildfire-devastation,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0012__scene_007,L1-01,L2-01b,media,https://www.dvidshub.net/video/893990/b-roll-cjtf-50-command-visits-wildfire-devastation,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0012__scene_008,L1-01,L2-01b,media,https://www.dvidshub.net/video/893990/b-roll-cjtf-50-command-visits-wildfire-devastation,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0012__scene_009,L1-01,L2-01b,media,https://www.dvidshub.net/video/893990/b-roll-cjtf-50-command-visits-wildfire-devastation,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0012__scene_010,L1-01,L2-01b,media,https://www.dvidshub.net/video/893990/b-roll-cjtf-50-command-visits-wildfire-devastation,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
L1-01_L2-01b_0012__scene_013,L1-01,L2-01b,media,https://www.dvidshub.net/video/893990/b-roll-cjtf-50-command-visits-wildfire-devastation,DVIDS,public_cleared,us_gov_public_domain,Public Domain,,False,
